ID ,Primary_Property_ID ,Property_Name,SV ,Agoda,MMT ,Booking ,Airbnb
5,5,The Boulevard Villa,https://www.stayvista.com/villa/the-boulevard-villa-4-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/the-boulevard-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201812311719539456&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225027https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/the-boulevard-lonavla.html,https://www.airbnb.com/rooms/1313520797064200631
7,7,Vista Valencia Villa,https://www.stayvista.com/villa/vista-valencia-villa-4-bhk-villa-in-lonavala-with-spacious-rooms,https://www.agoda.com/en-in/valencia-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202201181216274404&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000376857https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/vista-garden-villa.html,https://www.airbnb.com/rooms/654660357644872073
29,29,Adhisthana villa,https://www.stayvista.com/villa/vista-serene-3-bhk-villa-in-karjat-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/serene-by-vista-rooms/hotel/karjat-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202104011946227630&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000342053https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/3bhk-villa-in-karjat.html,https://www.airbnb.com/rooms/1588364350289160966
32,32,white pebbles,https://www.stayvista.com/villa/vista-white-pebbles-villa-4-bhk-villa-in-lonavala-with-spacious-rooms,https://www.agoda.com/en-in/white-pebbles-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901041230052752&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225361https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/vista-white-pebbles.html,https://www.airbnb.com/rooms/35888516
57,57,Santoni Farms,https://www.stayvista.com/villa/santoni-farms-3-bhk-villa-in-karjat-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/santoni-farms/hotel/karjat-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201812311710071317&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225019https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/santoni-farms-karjat.html,https://www.airbnb.com/rooms/42898605
75,75,Princess villa,https://www.stayvista.com/villa/princess-vista-pawna-3-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/princess-villa-by-vista-rooms/hotel/pune-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091614188386&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225373https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/princess-villa-lonavala.html,https://www.airbnb.com/rooms/1217140775649212419
92,92,greenwoods villa 7,https://www.stayvista.com/villa/vista-greenwoods-seven-villa-5-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-gb/greenwoods-seven-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901071302426405&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225479https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/vista-greenville.html,https://www.airbnb.com/rooms/1556318981967969151
97,97,Mehta Mansion,https://www.stayvista.com/villa/mehta-mansion-9-bhk-villa-with-private-pool,https://www.agoda.com/en-in/parsi-mansion-big-pool-pool-table/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901101525002182&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225419https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/mehta-mansion.html,https://www.airbnb.com/rooms/48249508
100,100,Bungalow 89,https://www.stayvista.com/villa/bungalow-89-4-bhk-villa-in-lonavala-with-spacious-rooms,https://www.agoda.com/en-in/en-in/3bhk-lake-view-villa-in-lonavala-near-bhushi-dam/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202307271702235741&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000476844https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/bungalow-89.html,https://www.airbnb.com/rooms/944698822806029380
107,107,el house,https://www.stayvista.com/villa/el-house-4-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/el-house-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091226204920&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225472https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/el-house-by-vista.html,https://www.airbnb.com/rooms/23135024
121,121,stone house,https://www.stayvista.com/villa/the-stone-house-in-beze-2-bhk-villa-in-nashik-with-spacious-rooms,https://www.agoda.com/en-in/en-in/the-stone-house-2bhk-w-jacuzzi-near-sula-vineyards/hotel/nasik-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901141906422989&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226101https://www.makemytrip.com/hotels/hotel-details/?hotelId=,#REF!,https://www.airbnb.com/rooms/23407148
125,125,La Petite Maison Villa,https://www.stayvista.com/villa/la-petite-maison-villa-3-bhk-villa-in-lonavala-with-spacious-rooms,https://www.agoda.com/en-in/en-in/la-petite-maison/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201802131542209732&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000166081https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/la-petite-maison.html,https://www.airbnb.com/rooms/22575625
130,130,greenwoods villa 6,https://www.stayvista.com/villa/vista-greenwoods-six-villa-5-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/greenwoods-villa-6-with-pvt-pool-cosy-interiors/hotel/lonavla-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161253225083&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226539https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/greenwoods-six-by-vista-rooms.html,https://www.airbnb.com/rooms/654838535454913507
133,133,Vista Grande Luxury Villa,https://www.stayvista.com/villa/grande-montana,https://www.agoda.com/en-in/en-in/grande-montana-3bhk-luxury-villa-with-pool/hotel/panchgani-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901181244476772&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226562https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/vista-grande-luxury-villa-39-s.html,https://www.airbnb.com/rooms/1511251970311063360
142,142,Retreat on Cloud 9 Homestay,https://www.stayvista.com/villa/retreat-on-cloud-9-homestay-2-bhk-villa-in-lonavala-with-spacious-rooms,https://www.agoda.com/en-in/en-in/retreat-on-cloud-9-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202306201518008820&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000470382https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/retreat-on-cloud-9-lonavala.html,https://www.airbnb.com/rooms/917147814249140779
150,150,Moksh Villa,https://www.stayvista.com/villa/moksh-villa-4-bhk-villa-in-alibaug-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/moksh/hotel/zirad-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901101244594913&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226451https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/vista-moksh-villa.html,https://www.airbnb.com/rooms/651748371737149685
154,133,3 Rooms @ Grande Montana,https://www.stayvista.com/villa/3-rooms-at-grande-montana,https://www.agoda.com/en-in/grande-montana-3bhk-luxury-villa-with-pool/hotel/panchgani-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901181244476772&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226562https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/vista-grande-luxury-villa-39-s.html,https://www.airbnb.com/rooms/1511251970311063360
156,130,greenwoods villa 8,https://www.stayvista.com/villa/vista-greenwoods-eight-villa-5-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-gb/greenwoods-eight-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161253225083&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226539https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/greenwoods-tres.html,https://www.airbnb.com/rooms/654838535454913507
157,157,greenwoods villa 9,https://www.stayvista.com/villa/vista-greenwoods-nine-villa-5-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161301153617&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226104https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/greenwoods-quatre.html,https://www.airbnb.com/rooms/659023003643005049
166,166,Le Sutra Great Escapes - Geometrica,https://www.stayvista.com/villa/le-sutra-great-escapes-geometrica-3-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/breeze-in-the-hills-3bhk-luxury-pool-villa/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161617091478&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226533https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/breeze-on-the-hill.html,https://www.airbnb.com/rooms/43039748
173,173,villa 41,https://www.stayvista.com/villa/villa-41-6-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/villa-41-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901231504179541&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000226672https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/villa-41.html,https://www.airbnb.com/rooms/35931683
175,175,kainaat villa,https://www.stayvista.com/villa/vista-dazzle-6-bhk-villa-with-private-pool,,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202302171727565911&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000445834https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/7-bed-karjaty-luxury-pool-villa-dazzle.html,https://www.airbnb.com/rooms/1420763626263625591
187,187,Gram’s at Pawna - Private Rooms,https://www.stayvista.com/villa/grams-at-shivom-pawna,,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161241588361&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225529https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/shivom-villa-8.html,https://www.airbnb.com/rooms/655561592151833988
189,189,greenwoods villa 1,https://www.stayvista.com/villa/vista-greenwoods-one-villa-5-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/greenwoods-one-by-vista-rooms/hotel/lonavla-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909201834461578&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000270603https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/greenwoods-seis.html,https://www.airbnb.com/rooms/655616217941641860
190,187,"Gram’s at Shivom, Pawna - 4 Beds Dorms",https://www.stayvista.com/villa/grams-at-shivom-pawna-dorms-4-beds,https://www.agoda.com/en-in/shivom-villa-3-by-vista-rooms/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161241588361&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225529https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/shivom-6.html,https://www.airbnb.com/rooms/655561592151833988
193,187,"Gram’s at Shivom, Pawna - Dorms (6 Beds)",https://www.stayvista.com/villa/grams-at-shivom-pawna-dorms-6-beds,,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901161241588361&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225529https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/shivom-villa-5.html,https://www.airbnb.com/rooms/655561592151833988
209,209,Ashore By Vista,https://www.stayvista.com/villa/ashore-by-vista-morjim-6-bhk-villa-in-goa-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/ashore-by-vista-rooms/hotel/goa-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201812051412317595&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000222087https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/ashore-by-vista.html,https://www.airbnb.com/rooms/669967418523452574
217,217,Ace Palazzo Bianco,https://www.stayvista.com/villa/bianco-villa-4-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,,,#REF!,https://www.airbnb.com/rooms/655529851859449522
218,218,Verde Villa,https://www.stayvista.com/villa/verde-villa-4-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/stayvista-at-verde/hotel/all/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909121209511824&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000268958https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.csom/hotel/in/verde-by-vista.html,https://www.airbnb.com/rooms/1212767102458561677
220,220,Villa Meer,https://www.stayvista.com/villa/villa-meer-6-bhk-villa-in-nashik-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/5bhk-lake-view-pool-villa-near-sula-wine-tour/hotel/nasik-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901091551135950&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225580https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/casa-gris-nashik.html,https://www.airbnb.com/rooms/36398399
221,221,Villa Azul,https://www.stayvista.com/villa/villa-azul-4-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/azul-4bhk-luxury-villa-with-pool-mini-theater/hotel/lonavala-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909201732439088&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000270590https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/villa-azul.html,https://www.airbnb.com/rooms/1508607427164556350
222,189,Greenwoods Villa 5,https://www.stayvista.com/villa/vista-greenwoods-five-villa-5-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/greenwoods-one-by-vista-rooms/hotel/lonavla-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909201834461578&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000270603https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/greenwoods-villa-5.html,https://www.airbnb.com/rooms/655616217941641860
223,189,Greenwoods Villa 10,https://www.stayvista.com/villa/vista-greenwoods-ten-villa-5-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/greenwoods-one-by-vista-rooms/hotel/lonavla-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201909201834461578&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000270603https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/greenwoods-villa-10.html,https://www.airbnb.com/rooms/655616217941641860
242,242,Cascades Villa,https://www.stayvista.com/villa/cascades-villa-3-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/en-in/cascades-by-vista-rooms/hotel/malavli-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201901071709535563&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000225376https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/cascades-by-vista-rooms.html,https://www.airbnb.com/rooms/1421515422003188762
256,256,La Bougainvillea – Heritage Home,https://www.stayvista.com/villa/la-bougainvillea-porvorim-5-bhk-villa-in-goa-with-private-pool-and-spacious-rooms,https://www.agoda.com/en-in/la-bougainvillea/hotel/south-goa-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202506041631248467&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000656011https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/la-bougainvillea.html,https://www.airbnb.com/rooms/549631663649644951
260,260,Juniper Cottage,https://www.stayvista.com/villa/the-verandah,https://www.agoda.com/en-in/en-in/the-verandah-premium-villa-breakfast-chef-bhimtal/hotel/test-city-km.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201903191403037812&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000237108https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/the-verandah-by-vista-rooms.html,https://www.airbnb.com/rooms/33623390
268,268,Shimla Manor,https://www.stayvista.com/villa/shimla-manor,https://www.agoda.com/en-in/the-pines-h10681447/hotel/shimla-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=202508291055572307&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000680645https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/the-pines.html,https://www.airbnb.com/rooms/1492536740740092080
282,282,The Kathguni House,https://www.stayvista.com/villa/the-kathguni-house,https://www.agoda.com/en-in/the-kathguni-house-by-vista-rooms-h10681434/hotel/manali-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201903221217588326&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000237134https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/the-kathguni-house-by-vista-rooms.html,https://www.airbnb.com/rooms/31177522
283,283,Violet Hill - Mashobra,https://www.stayvista.com/villa/violet-hill,https://www.agoda.com/en-gb/violet-hill-by-vista-rooms/hotel/shimla-in.html,https://www.makemytrip.com/hotels/hotel-details/?hotelId=201904092016131116&_uCurrency=INR&checkin=11252025&checkout=11262025&city=CTAGR&country=IN&funnelType=getaway&lat=27.16779&lng=78.04893&locusId=ZNDEL67F7E280&locusType=zone&rank=1&roomStayQualifier=2e0e&seekSummaryRequired=false&viewType=LUXE&mtkeys=defaultMtkey1000237373https://www.makemytrip.com/hotels/hotel-details/?hotelId=,https://www.booking.com/hotel/in/firhill-estate-by-vista-rooms.html,https://www.airbnb.com/rooms/661420794347415853
288,288,Shivom Villa 12 - Pawna,https://www.stayvista.com/villa/shivom-villa-12-pawna-3-bhk-villa-in-lonavala-with-private-pool-and-spacious-rooms,#REF!,,https://www.booking.com/hotel/in/shivom-villa-12-by-vista-rooms.html,https://www.airbnb.com/rooms/656086305778944797
